glottocode,name,level,glot_path,family
phil1246,Philippine English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/nort3314/phil1246,indo1319
flor1243,Florida English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/nort3314/sout3300/flor1243,indo1319
sout3300,Southeast American English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/nort3314/sout3300,indo1319
mida1234,Mid-Atlantic American English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/nort3314/sout3300/mida1234,indo1319
cinc1234,Cincinnati English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/nort3314/sout3300/midl1243/cinc1234,indo1319
midl1243,Midland American English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/nort3314/sout3300/midl1243,indo1319
stlo1234,St. Louis English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/nort3314/sout3300/midl1243/stlo1234,indo1319
earl1247,Earlier African American Vernacular English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/nort3314/sout3300/sout3302/afri1276/earl1247,indo1319
libe1248,Liberian Settler English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/nort3314/sout3300/sout3302/afri1276/libe1248,indo1319
afri1276,African American Vernacular English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/nort3314/sout3300/sout3302/afri1276,indo1319
rura1252,Rural African American Vernacular English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/nort3314/sout3300/sout3302/afri1276/rura1252,indo1319
urba1236,Urban African American Vernacular English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/nort3314/sout3300/sout3302/afri1276/urba1236,indo1319
appa1236,Appalachian English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/nort3314/sout3300/sout3302/amer1259/appa1236,indo1319
amer1259,American Inland South English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/nort3314/sout3300/sout3302/amer1259,indo1319
ozar1236,Ozark English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/nort3314/sout3300/sout3302/amer1259/ozar1236,indo1319
baha1263,Bahamian English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/nort3314/sout3300/sout3302/baha1263,indo1319
char1284,Charleston English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/nort3314/sout3300/sout3302/char1284,indo1319
lumb1253,Lumbee English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/nort3314/sout3300/sout3302/lumb1253,indo1319
sout3302,Southern American English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/nort3314/sout3300/sout3302,indo1319
texa1234,Texas South English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/nort3314/sout3300/sout3302/texa1234,indo1319
west2919,Western Pennsylvania English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/nort3314/west2919,indo1319
chic1275,Chicano English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/nort3314/west2920/chic1275,indo1319
west2920,Western American English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/nort3314/west2920,indo1319
nucl1791,Nuclear Western American English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/nort3314/west2920/nucl1791,indo1319
paki1244,Pakistani English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/paki1244,indo1319
sing1272,Singlish,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sing1272,indo1319
leic1234,Leicestershire English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281/cent2344/east2825/leic1234,indo1319
linc1242,Lincolnshire English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281/cent2344/east2825/linc1242,indo1319
east2825,Eastern Central English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281/cent2344/east2825,indo1319
sout3283,South Yorkshire English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281/cent2344/east2825/sout3283,indo1319
cent2344,Central English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281/cent2344,indo1319
lanc1236,Lancashire English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281/cent2344/west2900/lanc1236,indo1319
manx1244,Manx English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281/cent2344/west2900/manx1244,indo1319
west2900,Western Central English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281/cent2344/west2900,indo1319
staf1234,Staffordshire English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281/cent2344/west2900/staf1234,indo1319
sout3281,South-Central English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281,indo1319
sout3282,Southern English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281/sout3282,indo1319
east2826,Eastern Southwestern English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281/sout3282/sout3284/east2826,indo1319
falk1236,Falkland Islands English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281/sout3282/sout3284/falk1236,indo1319
sout3284,Southwestern English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281/sout3282/sout3284,indo1319
mids1244,Mid-South Welsh English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281/sout3282/sout3284/mids1244,indo1319
nort3301,Northern Southwestern English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281/sout3282/sout3284/nort3301,indo1319
nort3319,North-West Welsh English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281/sout3282/sout3284/nort3319,indo1319
berk1234,Berkshire,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281/sout3282/sout3284/sout3286/berk1234,indo1319
kent1258,Kent-Surrey,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281/sout3282/sout3284/sout3286/lowe1446/kent1258,indo1319
lowe1446,Lower Southeastern Southwestern English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281/sout3282/sout3284/sout3286/lowe1446,indo1319
suss1239,Sussex,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281/sout3282/sout3284/sout3286/lowe1446/suss1239,indo1319
sout3286,Southeastern Southwestern English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281/sout3282/sout3284/sout3286,indo1319
wels1248,Welsh English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281/sout3282/sout3284/wels1248,indo1319
chan1327,Channel Islands English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281/sout3282/sout3284/west2901/chan1327,indo1319
dors1240,Dorset-Somerset,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281/sout3282/sout3284/west2901/dors1240,indo1319
devo1240,Devon,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281/sout3282/sout3284/west2901/east2827/devo1240,indo1319
east2828,East Cornwall,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281/sout3282/sout3284/west2901/east2827/east2828,indo1319
east2827,East Cornwall-Devon,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281/sout3282/sout3284/west2901/east2827,indo1319
west2901,Western Southwestern English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281/sout3282/sout3284/west2901,indo1319
newf1239,Newfoundland English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281/sout3282/sout3284/west2901/newf1239,indo1319
wilt1234,Wiltshire-Hampshire,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281/sout3282/sout3284/west2901/wilt1234,indo1319
esse1265,Essex,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281/sout3282/sout3285/cent2345/esse1265,indo1319
cent2345,Central-East Southeastern English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281/sout3282/sout3285/cent2345,indo1319
nort3302,Northamptonshire-Cambridgeshire,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281/sout3282/sout3285/cent2345/nort3302,indo1319
east2829,Eastern Counties Southeastern English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281/sout3282/sout3285/east2829,indo1319
sout3285,Southeastern English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281/sout3282/sout3285,indo1319
blac1271,Black South African English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3331/blac1271,indo1319
cape1242,Cape Flats English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3331/cape1242,indo1319
indi1259,Indian South African English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3331/indi1259,indo1319
sout3331,Southern African English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3331,indo1319
sthe1236,St. Helena English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3331/sthe1236,indo1319
tris1241,Tristan da Cunha English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3331/tris1241,indo1319
whit1271,White Zimbabwean English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3331/whit1271,indo1319
whit1272,White South African English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3331/whit1272,indo1319
sril1243,Sri Lankan English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sril1243,indo1319
tanz1240,Tanzanian English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/tanz1240,indo1319
ugan1243,Ugandan English,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/ugan1243,indo1319
merc1242,Middle-Modern English,family,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242,indo1319
midd1317,Middle English,language,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/midd1317,indo1319
insu1251,Insular Scots,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/scot1243/insu1251,indo1319
orkn1236,Orkney Scots,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/scot1243/insu1251/orkn1236,indo1319
shet1241,Shetland Scots,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/scot1243/insu1251/shet1241,indo1319
scot1243,Scots,language,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/scot1243,indo1319
east2836,Eastern Mid Scots,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/scot1243/mids1245/east2836,indo1319
mids1245,Mid Scots,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/scot1243/mids1245,indo1319
sout3303,Southern Mid Scots,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/scot1243/mids1245/sout3303,indo1319
ulst1239,Ulster,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/scot1243/mids1245/ulst1239,indo1319
west2923,Western Mid Scots,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/scot1243/mids1245/west2923,indo1319
nort2617,Northern Scots,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/scot1243/nort2617,indo1319
midn1242,Mid Northern Scots,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/scot1243/nort2617/midn1242,indo1319
nort3321,North Northern Scots,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/scot1243/nort2617/nort3321,indo1319
sout3304,South Northern Scots,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/scot1243/nort2617/sout3304,indo1319
east2837,East Dumfries Scots,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/scot1243/sout2620/east2837,indo1319
sout2620,Southern Scots,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/scot1243/sout2620,indo1319
midd1361,Mid Dumfries Scots,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/scot1243/sout2620/midd1361,indo1319
roxb1234,Roxburgh Scots,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/scot1243/sout2620/roxb1234,indo1319
selk1254,Selkirk Scots,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/scot1243/sout2620/selk1254,indo1319
angl1265,Anglic,family,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265,indo1319
angl1267,Anglian,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/olde1238/angl1267,indo1319
merc1243,Mercian,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/olde1238/angl1267/merc1243,indo1319
nort3320,Northumbrian,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/olde1238/angl1267/nort3320,indo1319
kent1253,Kentish,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/olde1238/kent1253,indo1319
olde1238,Old English (ca. 450-1100),language,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/olde1238,indo1319
west2922,West Saxon,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/olde1238/west2922,indo1319
fris1239,Frisian,family,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239,indo1319
hind1273,Hindeloopen-Molkwerum Frisian,language,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239/mode1264/hind1273,indo1319
mode1264,Modern West Frisian,family,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239/mode1264,indo1319
schi1234,Schiermonnikoog Frisian,language,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239/mode1264/schi1234,indo1319
west2902,Westlauwers-Terschelling Frisian,family,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239/mode1264/west2902,indo1319
ters1236,Terschelling Frisian,language,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239/mode1264/west2902/ters1236,indo1319
oost1243,Oosterend,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239/mode1264/west2902/ters1236/oost1243,indo1319
west2903,West-Terschelling,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239/mode1264/west2902/ters1236/west2903,indo1319
klaa1238,Klaaifrysk,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239/mode1264/west2902/west2354/klaa1238,indo1319
west2354,Western Frisian,language,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239/mode1264/west2902/west2354,indo1319
sudh1238,Súdhoeksk,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239/mode1264/west2902/west2354/sudh1238,indo1319
wald1238,Wâldfrysk,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239/mode1264/west2902/west2354/wald1238,indo1319
amru1234,Amrum,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239/nort2626/insu1255/fohr1234/amru1234,indo1319
aasd1234,Aasdring,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239/nort2626/insu1255/fohr1234/ferr1240/aasd1234,indo1319
ferr1240,Ferring,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239/nort2626/insu1255/fohr1234/ferr1240,indo1319
wees1234,Weesdring,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239/nort2626/insu1255/fohr1234/ferr1240/wees1234,indo1319
fohr1234,Föhr-Amrum,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239/nort2626/insu1255/fohr1234,indo1319
helg1238,Helgoland,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239/nort2626/insu1255/helg1238,indo1319
insu1255,Insular Northern Frisian,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239/nort2626/insu1255,indo1319
solr1238,Sölreng,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239/nort2626/insu1255/solr1238,indo1319
hall1241,Hallingen,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239/nort2626/main1285/hall1241,indo1319
karr1238,Karrharde,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239/nort2626/main1285/karr1238,indo1319
main1285,Mainland Northern Frisian,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239/nort2626/main1285,indo1319
moor1245,Bökingharde,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239/nort2626/main1285/moor1245,indo1319
oste1243,Ostermooring,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239/nort2626/main1285/moor1245/oste1243,indo1319
west2910,Westermooring,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239/nort2626/main1285/moor1245/west2910,indo1319
nord1237,Norder-Mittelgoesharde,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239/nort2626/main1285/nord1237,indo1319
wied1234,Wiedingharde,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239/nort2626/main1285/wied1234,indo1319
nort2626,Northern Frisian,language,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239/nort2626,indo1319
oldf1241,Old Frisian,language,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239/oldf1241,indo1319
emsf1235,Ems Frisian,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239/sate1242/emsf1235,indo1319
sate1242,Ems-Weser Frisian,language,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239/sate1242,indo1319
wese1237,Weser Frisian,dialect,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/fris1239/sate1242/wese1237,indo1319
angl1264,Anglo-Frisian,family,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264,indo1319
nort3175,North Sea Germanic,family,indo1319/clas1257/germ1287/nort3152/west2793/nort3175,indo1319
aeol1234,Aeolic,dialect,indo1319/clas1257/grae1234/gree1276/east2798/anci1242/aeol1234,indo1319
arca1234,Arcadocypriot,dialect,indo1319/clas1257/grae1234/gree1276/east2798/anci1242/arca1234,indo1319
atti1240,Attic,dialect,indo1319/clas1257/grae1234/gree1276/east2798/anci1242/atti1240,indo1319
dori1248,Doric,dialect,indo1319/clas1257/grae1234/gree1276/east2798/anci1242/dori1248,indo1319
ioni1244,Ionic,dialect,indo1319/clas1257/grae1234/gree1276/east2798/anci1242/ioni1244,indo1319
anci1242,Ancient Greek,language,indo1319/clas1257/grae1234/gree1276/east2798/anci1242,indo1319
nort3269,Northwestern Ancient Greek,dialect,indo1319/clas1257/grae1234/gree1276/east2798/anci1242/nort3269,indo1319
koin1234,Koineic Greek,family,indo1319/clas1257/grae1234/gree1276/east2798/koin1234,indo1319
medi1251,Medieval Greek,language,indo1319/clas1257/grae1234/gree1276/east2798/koin1234/medi1251,indo1319
apul1237,Apulian Greek,dialect,indo1319/clas1257/grae1234/gree1276/east2798/koin1234/mode1266/apul1236/apul1237,indo1319
aspr1238,Aspromonte,dialect,indo1319/clas1257/grae1234/gree1276/east2798/koin1234/mode1266/apul1236/aspr1238,indo1319
apul1236,Apulia-Calabrian Greek,language,indo1319/clas1257/grae1234/gree1276/east2798/koin1234/mode1266/apul1236,indo1319
cypr1249,Cypriot Greek,language,indo1319/clas1257/grae1234/gree1276/east2798/koin1234/mode1266/cypr1249,indo1319
mode1266,Modern Koineic Greek,family,indo1319/clas1257/grae1234/gree1276/east2798/koin1234/mode1266,indo1319
nucl1783,Nuclear Modern Greek,family,indo1319/clas1257/grae1234/gree1276/east2798/koin1234/mode1266/nucl1783,indo1319
dimo1238,Dimotiki,dialect,indo1319/clas1257/grae1234/gree1276/east2798/koin1234/mode1266/nucl1783/mode1248/dimo1238,indo1319
kath1248,Katharevousa,dialect,indo1319/clas1257/grae1234/gree1276/east2798/koin1234/mode1266/nucl1783/mode1248/kath1248,indo1319
carg1238,Cargese,dialect,indo1319/clas1257/grae1234/gree1276/east2798/koin1234/mode1266/nucl1783/mode1248/mani1304/carg1238,indo1319
mani1305,Maniot Greek,dialect,indo1319/clas1257/grae1234/gree1276/east2798/koin1234/mode1266/nucl1783/mode1248/mani1304/mani1305,indo1319
mani1304,Maniot-Cargese Greek,dialect,indo1319/clas1257/grae1234/gree1276/east2798/koin1234/mode1266/nucl1783/mode1248/mani1304,indo1319
mari1411,Mariupol Greek,dialect,indo1319/clas1257/grae1234/gree1276/east2798/koin1234/mode1266/nucl1783/mode1248/mari1411,indo1319
mode1248,Modern Greek,language,indo1319/clas1257/grae1234/gree1276/east2798/koin1234/mode1266/nucl1783/mode1248,indo1319
midd1362,Middle Greek,dialect,indo1319/clas1257/grae1234/gree1276/east2798/koin1234/mode1266/nucl1783/mode1248/midd1362,indo1319
epir1238,Epirote,dialect,indo1319/clas1257/grae1234/gree1276/east2798/koin1234/mode1266/nucl1783/mode1248/nort2600/epir1238,indo1319
mace1251,Macedonian Greek,dialect,indo1319/clas1257/grae1234/gree1276/east2798/koin1234/mode1266/nucl1783/mode1248/nort2600/mace1251,indo1319
nort2600,Northern Greek,dialect,indo1319/clas1257/grae1234/gree1276/east2798/koin1234/mode1266/nucl1783/mode1248/nort2600,indo1319
rume1240,Rumelian,dialect,indo1319/clas1257/grae1234/gree1276/east2798/koin1234/mode1266/nucl1783/mode1248/nort2600/rume1240,indo1319
sara1308,Saracatsan,dialect,indo1319/clas1257/grae1234/gree1276/east2798/koin1234/mode1266/nucl1783/mode1248/nort2600/sara1308,indo1319
thes1234,Thessalian,dialect,indo1319/clas1257/grae1234/gree1276/east2798/koin1234/mode1266/nucl1783/mode1248/nort2600/thes1234,indo1319
thra1248,Thracian Greek,dialect,indo1319/clas1257/grae1234/gree1276/east2798/koin1234/mode1266/nucl1783/mode1248/nort2600/thra1248,indo1319
cons1240,Constantinople Greek,dialect,indo1319/clas1257/grae1234/gree1276/east2798/koin1234/mode1266/nucl1783/mode1248/sout2605/cons1240,indo1319
cret1244,Cretan,dialect,indo1319/clas1257/grae1234/gree1276/east2798/koin1234/mode1266/nucl1783/mode1248/sout2605/cret1243/cret1244,indo1319
cycl1238,Cycladian,dialect,indo1319/clas1257/grae1234/gree1276/east2798/koin1234/mode1266/nucl1783/mode1248/sout2605/cret1243/cycl1238,indo1319
