glottocode,name,level,glot_path,family
banz1241,Banza,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1249/ngir1252/ngir1254/libi1251/libi1242/maba1270/banz1241,atla1278
bemb1259,Bembe (Mabaale),dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1249/ngir1252/ngir1254/libi1251/libi1242/maba1270/bemb1259,atla1278
lipa1240,Lipanja,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1249/ngir1252/ngir1254/libi1251/libi1242/maba1270/lipa1240,atla1278
lobo1240,Lobo,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1249/ngir1252/ngir1254/libi1251/libi1242/maba1270/lobo1240,atla1278
mbin1238,Mbinga,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1249/ngir1252/ngir1254/libi1251/libi1242/maba1270/mbin1238,atla1278
maba1270,Mabaale,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1249/ngir1252/ngir1254/libi1251/libi1242/maba1270,atla1278
libi1242,Libinza Fleuve,family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1249/ngir1252/ngir1254/libi1251/libi1242,atla1278
ndob1238,Ndobo,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1249/ngir1252/ngir1254/libi1251/libi1242/ndob1238,atla1278
bolo1262,Boloki,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1249/ngir1252/ngir1254/libi1251/libi1252/bolo1262,atla1278
boni1238,Boniange,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1249/ngir1252/ngir1254/libi1251/libi1252/libi1244/boni1238,atla1278
kutu1265,Kutu (Libinza),dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1249/ngir1252/ngir1254/libi1251/libi1252/libi1244/kutu1265,atla1278
libi1244,Libinza,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1249/ngir1252/ngir1254/libi1251/libi1252/libi1244,atla1278
moni1259,Monia,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1249/ngir1252/ngir1254/libi1251/libi1252/libi1244/moni1259,atla1278
liki1240,Balobo,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1249/ngir1252/ngir1254/libi1251/libi1252/liki1240,atla1278
lito1235,Litoka,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1249/ngir1252/ngir1254/libi1251/libi1252/lito1235,atla1278
libi1252,Libinza Ngiri,family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1249/ngir1252/ngir1254/libi1251/libi1252,atla1278
libi1251,Libinzic,family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1249/ngir1252/ngir1254/libi1251,atla1278
ngir1254,Ngiri Riverain Ubangi-Ripuaire,family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1249/ngir1252/ngir1254,atla1278
bamw1238,Bamwe,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1250/bamw1239/bamw1238,atla1278
boza1238,Bozaba,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1250/bamw1239/boza1238,atla1278
loka1254,Lokay,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1250/bamw1239/dzan1238/loka1254,atla1278
mabo1238,Maboko,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1250/bamw1239/dzan1238/mabo1238,atla1278
dzan1238,Dzando,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1250/bamw1239/dzan1238,atla1278
moli1246,Moliba,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1250/bamw1239/dzan1238/moli1246,atla1278
molu1244,Molunga,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1250/bamw1239/dzan1238/molu1244,atla1278
bamw1239,Bamweic,family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1250/bamw1239,atla1278
boko1264,Bokonzi,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1250/bomb1262/boko1264,atla1278
ebuk1238,Ebuku,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1250/bomb1262/ebuk1238,atla1278
lika1244,Likaw,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1250/bomb1262/lika1244,atla1278
ling1264,Lingonda,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1250/bomb1262/ling1264,atla1278
bomb1262,Bomboma,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1250/bomb1262,atla1278
ngir1250,Ngiri Terrien,family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1250,atla1278
benz1238,Benza,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1250/ngom1274/lige1238/benz1238,atla1278
boko1262,Bokoy,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1250/ngom1274/lige1238/boko1262,atla1278
bolu1241,Bolupi,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1250/ngom1274/lige1238/bolu1241,atla1278
elow1238,Elowa,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1250/ngom1274/lige1238/elow1238,atla1278
lige1238,Ligenza,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1250/ngom1274/lige1238,atla1278
ngom1274,Ngombe-Genja,family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1250/ngom1274,atla1278
binj1250,Binja,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1250/ngom1274/ngom1268/binj1250,atla1278
doko1244,Doko (Democratic Republic of Congo),dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1250/ngom1274/ngom1268/doko1244,atla1278
ngom1268,Ngombe (Democratic Republic of Congo),language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1250/ngom1274/ngom1268,atla1278
wiin1238,Wiindza-Baali,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/ngir1250/ngom1274/ngom1268/wiin1238,atla1278
bosa1244,Bosambi,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/unun9926/budj1234/budz1238/bosa1244,atla1278
mbil1239,Mbila,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/unun9926/budj1234/budz1238/mbil1239,atla1278
budz1238,Budza,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/unun9926/budj1234/budz1238,atla1278
monz1250,Monzamboli,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/unun9926/budj1234/budz1238/monz1250,atla1278
yali1255,Yaliambi,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/unun9926/budj1234/budz1238/yali1255,atla1278
egbu1235,Egbuta,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/unun9926/budj1234/egbu1235,atla1278
budj1234,Budja (C.37),family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/unun9926/budj1234,atla1278
unun9926,Unclassified Ngiri,family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/unun9926,atla1278
bolo1263,Bolondo,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/unun9926/sawa1252/bolo1263,atla1278
sawa1252,Saw,family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/unun9926/sawa1252,atla1278
ndol1238,Ndolo,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/ngir1248/unun9926/sawa1252/ndol1238,atla1278
bafo1235,Bafoto,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/unun9927/bafo1235,atla1278
unun9927,Unclassified Greater Bangi-Ntomba,family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/unun9927,atla1278
kwan1274,Kwandi,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1287/east2747/luya1241/kwan1274,atla1278
kwan1275,Kwangwa,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1287/east2747/luya1241/kwan1275,atla1278
mbum1255,Mbumi,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1287/east2747/luya1241/mbum1255,atla1278
luya1241,Luyi,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1287/east2747/luya1241,atla1278
mdun1238,Mdundulu,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1287/east2747/luya1241/mdun1238,atla1278
mish1242,Mishulundu,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1287/east2747/luya1241/mish1242,atla1278
mbow1246,Mbowe,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1287/east2747/mbow1246,atla1278
east2747,Eastern Greater Luyana,family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1287/east2747,atla1278
grea1287,Greater Luyana,family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1287,atla1278
mash1268,Mashi,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1287/west2833/mash1271/mash1267/mash1268,atla1278
mash1267,Mashi (Zambia),language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1287/west2833/mash1271/mash1267,atla1278
nort2799,North Kwandu,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1287/west2833/mash1271/mash1267/nort2799,atla1278
sout2815,South Kwandu,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1287/west2833/mash1271/mash1267/sout2815,atla1278
mbuk1240,Mbukushu,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1287/west2833/mash1271/mbuk1240,atla1278
mash1271,Mashi-Mbukushi,family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1287/west2833/mash1271,atla1278
west2833,Western Greater Luyana,family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1287/west2833,atla1278
sima1262,Simaaic,family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1287/west2833/sima1262,atla1278
nyen1257,Nyengo,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1287/west2833/sima1262/nyen1257,atla1278
imil1242,Imilangu,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1287/west2833/sima1262/sima1258/imil1242,atla1278
liyu1238,Liyuwa,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1287/west2833/sima1262/sima1258/liyu1238,atla1278
mako1253,Makoma,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1287/west2833/sima1262/sima1258/mako1253,atla1278
sima1258,Simaa,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1287/west2833/sima1262/sima1258,atla1278
mulo1238,Mulonga,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1287/west2833/sima1262/sima1258/mulo1238,atla1278
mwen1238,Mwenyi,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1287/west2833/sima1262/sima1258/mwen1238,atla1278
nucl1394,Nuclear Simaa,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1287/west2833/sima1262/sima1258/nucl1394,atla1278
nyen1258,Nyengo (Simaa),dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1287/west2833/sima1262/sima1258/nyen1258,atla1278
kele1255,Kele-Foma,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kele1261/kele1263/kele1265/kele1255,atla1278
lomb1260,Lombo,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kele1261/kele1263/kele1265/lomb1260,atla1278
kele1265,Kele-Lombo,family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kele1261/kele1263/kele1265,atla1278
botu1238,Botunga,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kele1261/kele1263/mbol1247/botu1238,atla1278
inja1238,Inja,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kele1261/kele1263/mbol1247/inja1238,atla1278
keem1238,Keembo,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kele1261/kele1263/mbol1247/keem1238,atla1278
mbol1247,Mbole,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kele1261/kele1263/mbol1247,atla1278
nkim1238,Nkimbe,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kele1261/kele1263/mbol1247/nkim1238,atla1278
yaam1238,Yaamba,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kele1261/kele1263/mbol1247/yaam1238,atla1278
yaik1238,Yaikole,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kele1261/kele1263/mbol1247/yaik1238,atla1278
yais1238,Yaisu,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kele1261/kele1263/mbol1247/yais1238,atla1278
yang1291,Yangonda,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kele1261/kele1263/mbol1247/yang1291,atla1278
kele1263,Kele-Poke,family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kele1261/kele1263,atla1278
baso1234,Basoo,family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kele1261/kele1263/sopo1239/baso1234,atla1278
moin1241,Moingi,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kele1261/kele1263/sopo1239/baso1234/moin1241,atla1278
sode1235,So (Democratic Republic of Congo),language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kele1261/kele1263/sopo1239/baso1234/sode1235,atla1278
sopo1239,So-Poke,family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kele1261/kele1263/sopo1239,atla1278
balu1256,Baluombila,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kele1261/kele1263/sopo1239/poke1238/balu1256,atla1278
liko1250,Likolo,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kele1261/kele1263/sopo1239/poke1238/liko1250,atla1278
liut1238,Liutwa,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kele1261/kele1263/sopo1239/poke1238/liut1238,atla1278
lomb1261,Lombooki,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kele1261/kele1263/sopo1239/poke1238/lomb1261,atla1278
poke1238,Poke,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kele1261/kele1263/sopo1239/poke1238,atla1278
mbes1238,Mbesa,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kele1261/mbes1238,atla1278
kele1261,Kele (C.60),family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kele1261,atla1278
hung1278,Hungana-Saamba,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/hung1278,atla1278
core1256,Core Kikongo,family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256,atla1278
east2782,Eastern Kikongo,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/sout3249/east2782,atla1278
kitu1245,Kituba (Congo),language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/sout3249/koon1247/kitu1245,atla1278
east2406,Eastern Kituba,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/sout3249/koon1247/kitu1246/east2406,atla1278
ikel1238,Ikeleve,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/sout3249/koon1247/kitu1246/ikel1238,atla1278
kitu1246,Kituba (Democratic Republic of Congo),language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/sout3249/koon1247/kitu1246,atla1278
west2474,Western Kituba,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/sout3249/koon1247/kitu1246/west2474,atla1278
bwen1238,Bwende,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/sout3249/koon1247/koon1244/bwen1238,atla1278
cent2032,Central Kongo,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/sout3249/koon1247/koon1244/cent2032,atla1278
east2405,East Kongo,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/sout3249/koon1247/koon1244/east2405,atla1278
mbok1242,Mboka,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/sout3249/koon1247/koon1244/mbok1242,atla1278
koon1244,South-Central Kikongo,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/sout3249/koon1247/koon1244,atla1278
ndin1244,Ndingi,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/sout3249/koon1247/koon1244/ndin1244,atla1278
nzam1238,Nzamba,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/sout3249/koon1247/koon1244/nzam1238,atla1278
sout2809,South Congo,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/sout3249/koon1247/koon1244/sout2809,atla1278
sout2810,South East Kongo,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/sout3249/koon1247/koon1244/sout2810,atla1278
west2473,West Kongo,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/sout3249/koon1247/koon1244/west2473,atla1278
koon1247,Koongo-Kituba,family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/sout3249/koon1247,atla1278
sout3249,South-Central-East Kikongo,family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/sout3249,atla1278
bant1296,Yombe-Vili,family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/west2874/bant1296,atla1278
vili1238,Vili,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/west2874/bant1296/vili1238,atla1278
yoom1238,Yoombe,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/west2874/bant1296/vili1238/yoom1238,atla1278
mbal1254,Mbala (Yombe),dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/west2874/bant1296/yomb1244/mbal1254,atla1278
yomb1244,Yombe,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/west2874/bant1296/yomb1244,atla1278
vung1238,Vungunya,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/west2874/bant1296/yomb1244/vung1238,atla1278
bwis1242,Bwisi,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/west2874/lumb1251/lumb1252/bwis1242,atla1278
lumb1249,Lumbu,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/west2874/lumb1251/lumb1252/lumb1249,atla1278
lumb1252,Lumbu-Bwisi,family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/west2874/lumb1251/lumb1252,atla1278
lumb1251,Lumbuic,family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/west2874/lumb1251,atla1278
ngub1240,Ngubi-Sangu-Sira-Punu,family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/west2874/lumb1251/ngub1240,atla1278
ngub1239,Ngubi,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/west2874/lumb1251/ngub1240/ngub1239,atla1278
sang1341,Sangu-Sira-Punu,family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/west2874/lumb1251/ngub1240/sang1341,atla1278
punu1240,Punu-Vungu,family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/west2874/lumb1251/ngub1240/sang1341/punu1240,atla1278
punu1239,Punu,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/west2874/lumb1251/ngub1240/sang1341/punu1240/punu1239,atla1278
vumb1238,Vumbu,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/west2874/lumb1251/ngub1240/sang1341/punu1240/vumb1238,atla1278
sang1345,Sangu-Sira,family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/west2874/lumb1251/ngub1240/sang1341/sang1345,atla1278
sang1333,Sangu (Gabon),language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/west2874/lumb1251/ngub1240/sang1341/sang1345/sang1333,atla1278
bara1362,Barama,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/west2874/lumb1251/ngub1240/sang1341/sang1345/sira1270/bara1362,atla1278
sira1270,Sira-Barama,family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/west2874/lumb1251/ngub1240/sang1341/sang1345/sira1270,atla1278
sira1266,Sira,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/west2874/lumb1251/ngub1240/sang1341/sang1345/sira1270/sira1266,atla1278
west2874,West Kikongo,family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/west2874,atla1278
sans1272,Cimbala-Cizali,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/west2874/sans1272,atla1278
kiko1234,Kikongoic,family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234,atla1278
doon1238,Doondo,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/nort3267/doon1238,atla1278
kaam1238,Kaamba,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/nort3267/kaam1238,atla1278
keen1240,Keenge,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/nort3267/kuny1239/beem1239/keen1240,atla1278
beem1239,Beembe,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/nort3267/kuny1239/beem1239,atla1278
yari1242,Yari,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/nort3267/kuny1239/beem1239/yari1242,atla1278
kuny1238,Kunyi,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/nort3267/kuny1239/kuny1238,atla1278
nyaa1242,Nyaanga,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/nort3267/kuny1239/kuny1238/nyaa1242,atla1278
kuny1239,Kunyi-Beembe,family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/nort3267/kuny1239,atla1278
ghaa1238,Ghaangala,dialect,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/nort3267/laar1238/ghaa1238,atla1278
laar1238,Laari,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/nort3267/laar1238,atla1278
nort3267,Northern Kikongo,family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/nort3267,atla1278
suun1239,Suundi,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/nort3267/suun1239,atla1278
kong1296,Kongo-Yaka-Suku,family,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296,atla1278
hung1280,Hungu,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/yaka1278/hung1280,atla1278
